headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bark-n	I thought things were, he said he had just lost his job and times were tough and he was gonna take the proper steps to make sure his dog does not roam the neighborhood, get into my dog's pen, eat my dog's food and we wonder why my dog <barks> at his dog constantly.	a1.s2	a2.s7	a3.s2	a4.s5	a5.s2	a6.sx	a7.s3
bark-n	Able to detect the presence of tremex larvae under the <bark>, it pierces the wood to lay its eggs on its host.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This will also help prevent the formation of epicormic branches, which develop from dormant buds under the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	In large dense colonies on <bark> of twigs of Picea spp., moving to larger branches or trunk as season progresses (Bradley 1961).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Today, groups around the world – such as the First Nations communities of the Pacific Northwest – use the inner <bark> from trees such as lime or cedar, for use in bags and mats, baskets and even detailed woven garments.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Dark brown, glossy, and exfoliating <bark> adds winter interest.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s2
bark-n	When the <bark> from white birch ignites it tends to give off a black, sooty smoke that can be undesirable for some people.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Maryland – White oak, it is a large tree with light gray <bark>, fissured into scaly ridges. 23.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They have no bite to their <bark>.	a1.s2	a2.s4	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	And all native <bark> beetles play a vital role in forest ecology, providing food for insectivorous wildlife such as woodpeckers, encouraging shade-intolerant understory vegetation, and returning nutrients to the earth.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s3	a7.s1
bark-n	If the lightning bolt follows the phloem, a layer of growing tissue between <bark> and trunk that conducts sap, the moisture in that part of the phloem turns to steam.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The Baltimore Sun stated "A brilliant and dynamic piece of popular movie making, Jurassic Park has a lot more bite than <bark>."	a1.s2	a2.s10	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	Australian treecreepers hunt for insects under the <bark> of eucalyptus and other trees.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Girard form class – an expression of tree taper calculated as the ratio of diameter inside the <bark> at 16 feet above ground to that outside bark at DBH, primary expression of tree form used in the United States	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These were stacked up and covered with a mixture of decaying dung and spent tanner's <bark>, which supplied the CO2, and left for six to fourteen weeks, by which time the blue-grey lead had corroded to white lead.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s2	a7.s1
bark-n	It has a gray to reddish <bark> dotted with small, horizontal flecks, called lenticels, that are used by woody plant species for supplementary gas exchange through the bark.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	He stripped off the <bark> and fashioned it into a canoe and put it in the water.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Trees, young and old, are being irreversibly damaged when lawnmowers and string trimmers scar the trunk's <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Chemical constituents and characteristics:- *The bark yields an alkaloid of the aporphine type. *The bark and seeds are high in tannic acid. *The fresh leaves are antihelminthic internally and suppurant externally. *The <bark> is astringent and tonic.	a1.s1	a2.s1	a3.s3	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	An organic mulch like shredded <bark>, arborist wood chips, or straw (not hay–you don't want to introduce all those weed seeds to your garden) conserves moisture, smothers weeds, regulates soil temperature to keep plant roots cool in summer, and adds small amounts of nutrients to the soil as it breaks down.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Thinking through the finer points of this is, in my view, key to understanding why this tax plan is more <bark> than bite–unlikely to suck mountains of money out of the productive economy (or markets).	a1.s2	a2.s5	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	A tea made from the <bark> is astringent[222].	a1.s1	a2.s1	a3.s2	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	"I had rather hear my dog <bark> at a crow than...."	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	Wondering how many others are able to identify a tree without <bark>, leaves, fruits or buds, I've decided to post this thread as a quiz to my fellow NTS members.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Sexuparae are produced in autumn and presumably return to Zelkova, but overwintering also occurs as midget 1st instar larvae on the secondary host; the midget larvae hibernate under <bark> of lignified stems, providing an alternative life cycle (Aoki 1980b).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The moths come from larvæ that have lain in cocoons all winter, hidden under <bark> on the trunks and main branches of the apple-tree, in crevices in nearby posts and fences, and sometimes in the ground.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	It is a tree reaching 30 meters in height with dark grey to green <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Early research suggests that taking a standardized extract of maritime pine <bark> by mouth reduces symptoms of SLE in some patients.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Evergreen trees, aromatic, gray <bark> with shallow longitudinal fissures.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is a ruddy gray-brown and develops an exfoliating or pealing character as the tree matures.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The diseased vascular tissue beneath the <bark> is distinctly brown instead of green.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Mature larvae (prepupae) overwinter under <bark> then pupate in spring.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Any tree in Rise of the Tomb Raider that I can climb looks like every other climbable tree, with a flat bit of exposed wood under the <bark> and some obviously stripped branches.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The area which Raffietti suggested for their overnight resting place looked like an ideal location to him, and he reared up on his hind legs, rested his front paws on a tree trunk, and inspected its branches before briefly kneading his claws into its <bark> and then spinning round to stand once more.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	On the peak of the hill is an old arbor roofed with <bark> and covered with the vine you call the "American Creeper"–its green is almost bloodied with red.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	By ED <BARK> @unclebarkycom on Twitter It's become all too easy, and oftentimes preachy, to filter many a new or prominent returning TV series through the prism of Donald Trump's divisive presidency.	a1.s3	a2.s6	a3.s4	a4.sx	a5.s4	a6.s5	a7.s5
bark-n	The fallen tree, warmed in the sun, will attract thousands of bark beetles that will chew through the <bark> and thus connect the outside world with the inside of the tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s3
bark-n	Early New World medicines uncovered included guaiacum from the West Indies (for coughs, rheumatism and a wide variety of other uses), sassafras from Florida, copaiba from Brazil, Peru balsam and, most famously, cinchona bark from Peru, also called "Jesuit's <bark>" in honor of its discoverer, which became the first effective treatment for malaria.	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1	a6.s2	a7.s1
bark-n	Evergreen, medium-sized to large (rarely small) trees up to 50 m tall; bole often short, up to 120 cm in diameter, sometimes with short thick buttresses; bark surface smooth to cracking or scaly, grey-brown to dark brown, inner <bark> fibrous, red-brown.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Dig out the underground portion of the shrub, peel off the <bark>, and dry it.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Stock and vermin 1) Damage or death of trees through <bark> stripping 2) grazing of seedlings 3) soil compaction under individual trees and small clumps 4) over fertilisation from stock continuously camping under individual trees	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	EAB larvae feed just under the <bark> in the phloem and cambium, part of the vascular system of the tree that moves essential nutrients to different parts.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Cork is the outer <bark> of the cork oak tree; the only tree whose bark regenerates.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The plant usually has a single trunk and smooth grey <bark> with prominent lenticels.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Peeling the <bark> off a twig without damaging it is surprisingly difficult!	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Some of the useful herbs for premenstrual syndrome include dandelion root, artichoke, licorice, Reishi mushroom, Valerian, cramp <bark> and fringe tree root and bark.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is dark grey and deeply fissured with a scaly surface.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	<BARK> LIKE DOG," a few times throughout the performance.	a1.s2	a2.s5	a3.s3	a4.s5	a5.s2	a6.sx	a7.s3
bark-n	The gray to orange-gray <bark> is divided into several-sided plates.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Photos: Ed Bark By ED <BARK> Improbably but indisputably, education is hot, hot, hot.	a1.s3	a2.s6	a3.s4	a4.sx	a5.s4	a6.s5	a7.s5
bark-n	To tell Indians they must denounce Judeo-Christian European civilization is like making them <bark> at the moon.	a1.s2	a2.s5	a3.s3	a4.s4	a5.s2	a6.sx	a7.s3
bark-n	Kind of like how a young oak has smooth bark but once they get to a certain size they have proper <bark> with furrows?	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	For when the fire is started, you need some <bark> off a rotten log, and a nice thick lump of wood.	a1.s1	a2.s1	a3.s1	a4.s8	a5.s1	a6.s1	a7.s1
bark-n	He tells them to use a hard pointed stub of oak or mountain mahogany to scrape away the outer <bark> and get to the edible flesh.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Its woodlands provided charcoal for distant ironworks, <bark> for tanneries, and pit-props for collieries in the South Wales valleys.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	But my secrets go unwashed–knees rough as hickory <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	One minute you are extravagant and the next minute you are tighter than <bark> on a tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These lace bugs spend the winter as eggs under <bark> or in leaf litter.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The cabin he built with the help of his sons and a hired man in the early years of the 20th century consisted of one large living room with walls made from tree trunks with <bark> intact.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Alfred J. North observed that the females alone collected nesting material, such as spiderwebs and bark, tearing <bark> off such trees as the rough-barked apple (Angophora floribunda).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Her chapbook, dog <barks> up a tree at the apple left in it under a deerslim moon, was published by Orium Press for the Dusie Kollektiv in 2009.	a1.s2	a2.s3	a3.s3	a4.sx	a5.s2	a6.sx	a7.s1
bark-n	Of course a <bark> wasn't a bark.	a1.s1	a2.s1	a3.s1	a4.sx	a5.sx	a6.sx	a7.s3
bark-n	The <bark> is thin, light gray in color, and peels in large papery sheets.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	10# Stewartia 'Japanese' Stewartia pseudocamellia: A tree with year round interest, producing white flowers in summer, attractive form & foliage, peeling <bark> and stunning orange & red fall color.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The scheme most likely to be used for wild trees, and the only one really available for long-lived trees, requires a sample of wood that stretches from the pith to the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They strip <bark> on the twigs and branches of trees and shrubs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Includes: <Bark> at the Moon • Carry On Wayward Son • Cherry Pie • Crazy on You • Frankenstein • Free Bird • Godzilla • Higher Ground • Iron Man • Jessica • More Than a Feeling • Monkey Wrench • Rock This Town • Sharp Dressed Man • Smoke on the Water • Strutter • Sweet Child o' Mine • Texas Flood • Ziggy Stardust • and dozens more tunes familiar to the millions who love this game!	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	A court official named Cai Lun is recorded as inventing the first paper using the <bark> of the mulberry tree combined with hemp and shredded rags.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	In that case we shall say: what we had was not a great revolution, but a great <bark> without a bite.	a1.s2	a2.s5	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	Humectants, lactic acid, and arginine work synergistically to maintain essential hydration, while kombucha black tea and tree <bark> ferments work as prebiotics to enhance the skin's natural microbiome.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Bark beetles Rice-size insects that as adults burrow through tree <bark> to form galleries where they lay their eggs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The present study deals with the biological investigation of different extracts of the <bark> of the plant Albizia lebbeck.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A change has come over the forest, And now on the old oak's <bark> Is a hoop of white to brand him He is doomed for an axeman's mark.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This section of bark was then beaten with a heavy instrument, and this process rendered it easier to peel off the <bark> from the tree trunk.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Indicators of an infestation may include canopy thinning, leafy sprouts shooting from the trunk or main branches, serpentine ("S"-shaped) galleries under the <bark>, bark splitting, woodpecker damage, and 1/8 inch D-shaped exit holes.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	There were thirty to forty fresh divots on the tree, probably the work of a single female as she laid her eggs beneath the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Its <bark> is sandy brown to gray, smooth but wrinkled like the thin leg of an elephant.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	He didn't crush his underlings with charisma or <bark> out Trump-like commands.	a1.s2	a2.s9	a3.s3	a4.s7	a5.s3	a6.sx	a7.s3
bark-n	Cooking and recipe sites on the internet are full of recipes for this kind of "bark" in numerous varieties (peppermint bark, fruit <bark>, etc.), but, oddly enough, dictionaries largely ignore this usage.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s3
bark-n	The tissue under the <bark> of the most recently killed leaves or flowers will be darkened and moist in appearance.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	In his countenance, however, there was no improvement whatever, for he looked more out of humor than when he had set out, and when he saw that Mrs. Archibald was sitting alone in the shade, reading, and that at a considerable distance Harrison Clyde was seated by Margery, giving her a lesson in drawing upon birch <bark>, or else taking a lesson from her, his ill-humor increased.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Two French chemists isolated quinine from the <bark> in 1820 and quinine became the accepted treatment for malaria throughout the world; it remains an important and effective drug in the treatment of malaria to this day.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This frog was discovered in 2005 when one female and two male specimens were sighted during the day camouflaged against <bark> of large felled tree trunks.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	To evaluate the anti-inflammatory and antinociceptive properties of the methanol extract from the <bark> of C. urucurana (MECu) in mice and identify its chemical constituents.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	She is handsomely modeled, and is rigged as a <bark>, in polocca style.	a1.s1	a2.s1	a3.s1	a4.s9	a5.sx	a6.s6	a7.s1
bark-n	The tannins in witch-hazel <bark> have been considered "anti-inflammatory . . . analgesic . . . anti-viral . . . ", p.63.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	Plants can be grown in a mix of sphagnum moss, charcoal and perlite or medium fir <bark> with perlite.1	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The process of manufacturing a birch-bark cylinder is quite complicated: the handyman needs to take the <bark> off the tree trunk very cautiously without damaging it.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The beetle will spend the winter under the <bark> as a larvae or adult, and emerge to attack new trees the following spring or summer.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	She loves to try and catch Anoles and <barks> at squirrels and birds.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	Larvae are tiny grubs that feed beneath <bark> on trunks and branches.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Students recorded external symptoms of EAB, then peeled away the <bark> to reveal EAB and native insect galleries.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Cork is the outer <bark> of an evergreen oak known by the Latin name Quercus (oak) Suber (cork).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> is astringent[439 ].	a1.s1	a2.s1	a3.s2	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	I thank God and my cold blood, I am of your humour for that [I also love no one]: I had rather hear my dog <bark> at a crow than a man swear he loves me.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	Most woody plants frame new layers of woody tissue every year, thus increment their stem breadth from year to year, with new wood kept on the inward side of a vascular cambium layer found instantly underneath the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Try lots of different foods as their preference often change when unwell – scamp likes dandelion leaves, grapes, willow and the <bark> off apple twigs.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Later we bought 2 puppies and during the day while watching TV in the master bedroom the puppies would stare at something by my closet and <bark> and growl.	a1.s2	a2.s5	a3.s3	a4.s3	a5.s2	a6.sx	a7.s3
bark-n	Be it a catwalk model/indie pop celebrity "invading" their ranks or Avant-garde pretension with little bite to their <bark>, it seems that both camps will be eternally locked in a stalemate that'll drive the sub-genre into oblivion.	a1.s2	a2.s4	a3.s3	a4.s2	a5.sx	a6.s4	a7.s3
bark-n	Once hatched, the tiny larvae begin boring through the <bark> into the cambium (the area between the bark and wood of the tree).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Legends abound on the multiple uses of the tree, the <bark>, the leaves, fruit, nut and kernels.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A decoction of the <bark> is drunk as a general tonic to improve health and in the treatment of internal disorders and skin diseases[310 , 555 ].	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	GSOB larvae feed under the <bark> primarily at the interface of the sapwood and phloem on the main stem and larger branches.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Some species have up to 40% tannins in their <bark>[1]	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	Peeling <bark> for the tannery in Prattsville, New York, during the 1840s, when it was the largest in the world.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	This famously liberal city is bound up by legislation tighter than the <bark> on a Giant Sequoia.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Summary statistics for diameter outside <bark> at breast height (D), total height (H) and age (A) of all trees used for model comparison are presented in Table 1.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Many exhibit striped patterns that appear to provide camouflage against tree <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	They climb trees, mate, and lay eggs in <bark> crevice.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	There is a clear consensus that Jesuit's <bark> should be merged somewhere, with only one editor opposed.	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1	a6.s2	a7.s1
bark-n	Native American tribes discovered that by scraping away the rough outer <bark> of the majestic slippery elm tree (Ulmus rubra), they could uncover a remarkable healing substance in the inner bark.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Herbs have therapeutic properties; flowers, seeds, roots and <barks>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The tusks were used for obtaining food in other ways, such as digging up plants and stripping off <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	It is a shrub with rough <bark>, an open habit and spiky foliage but in winter has bright red flower spikes tipped with yellow.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Croft Parkland is noted for its trees, perhaps the most notable are the rows of Spanish Sweet Chestnut Trees, with their twisted trunks and the <barks> with their deep fissures.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Responsible for destroying tens of millions of ash trees in 25 states across the country, the borers eat the leaves of ash trees and deposit their eggs beneath the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	When the eggs hatch, the larvae feed beneath the <bark>, girdling the shoot, which turns brown and droops, looking like a shepherd's crook.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	In one case, a bird was observed holding <bark> off the branch of a eucalypt and levering open gaps every 4 to 5 cm (1.5 to 2 in) with its bill.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Its attractive, three-segmented leaves, bright fall color, and exfoliating <bark> make it one of the best small trees for year-round display.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s2
bark-n	Although containing powerful engines, traditions of the older navy still prevailed, and the New Ironsides was at first fully rigged as a <bark>.	a1.s1	a2.s1	a3.s1	a4.s9	a5.sx	a6.s6	a7.s1
bark-n	Marmosets use specialized lower jaws and teeth (notably canine teeth that are small and flattened) to gnaw on the <bark> of trees and vines in which they dig holes.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Unusual <bark> on a red maple tree.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The croaked <barks> of laughter were harsh, and her pale, elegantly tipped ears turned to the side, blinking sadly when he mentioned that he was made of scars.	a1.s2	a2.s5	a3.s3	a4.s7	a5.s3	a6.s4	a7.s3
bark-n	Ladybugs, lacewings and wasps will contentedly wait out the winter under any loose <bark> on logs, and piles of stones, twigs and other prunings make inviting habitats for any number of creatures.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Sometimes the lunch would freeze in the knapsacks and it would be necessary to gather a little paper <bark> from a yellow birch and a little rosin from a hemlock, black birch or hard maple tree and build a little fire to thaw the lunch.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	One hoodia source, I've been told, is mexiletine ground up tree <bark> as hoodia powder.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Us newbies work hard too, and saying that maybe this isn't the right forum, but if you are gonna jump down the wrong throat, maybe it's only fair i <bark> up the wrong tree.	a1.s2	a2.s3	a3.s3	a4.sx	a5.s2	a6.sx	a7.s1
bark-n	More than 600 species of this tiny beetle can be found in North America, and it can overwinter under <bark>, making it difficult to find.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	These flaws are not dissimilar to the pieces of Amber that have flies and pieces of <bark>, twigs or leaves trapped within them.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Either way, however, cinnamon is truly the <bark> that makes for a great bite.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The <bark> of river birches is commonly rather thick and scaly but occasionally has a smooth texture, with colors ranging from medium brown with a slight pink shade to darker brown with a gray tint.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	My brother came in second in his school for a book written about "Soapy" he used <bark> from a tree for the covers and bound it with rawhide, he was in elementary school at the time and made the paper for that creative work, the creative part was inside the covers.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Found just the right branches, peeled the <bark> off, pegged them together and carved the rockers.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Then when I started a goat band the next year, they immediately began stripping the <bark> off the tree for their sustenance.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	Method l.--Formula Some estimators use the formula: (Circumference in inches at D.B.H. x .28) - 2" equals diameter inside <bark> at the top of the first 16 foot log.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	After fire, mallees will resprout from their lignotubers, and many eucalypts will resprout from epicormic buds under the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The EAB-infested trees will exhibit larval tunneling beneath the <bark>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	The inner <bark> is fibrous, being reddish with white streaks, and exudes a clear sticky fluid when damaged.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	As with all bed plantings, to effectively control weeds, retain moisture and provide organic material such as a 1- to 2-inch layer of pine straw, pine <bark> mulch, leaf litter or other mulch.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	A female and two males were found under <bark> of an old sycamore in November 1992 and November 1993.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bark-n	Neutral, basic, and acid fractions obtained from active ethyl acetate extracts of aspen <bark> showed seasonal quantitative variations which were characteristic for each fraction and for the part of the tree sampled.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bark-n	1a  Leaf-miner and case-bearer: The larva lives in a silken tube, covered with fragments of bark and lichen on the <bark> of the older part of a branch.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
