headword	text	sense1	sense2	sense3	sense4	sense5
面-n	此前申请手续已经走到<面>签环节但尚未放款的申请人，甄子丹他不会找你报仇!	a1.s1	a2.s16	a3.s1	a4.s1	a5.s1
面-n	从古至今，美丽的江南被无数诗人赞颂，从千里莺啼绿映红，水村山郭酒旗风到有着堆金积玉地，温柔富贵乡的美名，江南以其自身优美的环境和自然的风土人情，向人们展示了她美丽富饶的一<面>，接下来就让我们一起走近这温婉秀丽的江南，请欣赏《江南》。	a1.s4	a2.s2	a3.s3	a4.s2	a5.s3
面-n	A:请当面拒收，并且当着快递公司人员的<面>及时联系茗舌旗舰店。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	两个小时里，嘉善新闻网“对话”节目共有200多位网民提出自己的问题和看法，涉及的<面>也很多：农村喷水织机污染严重，希望引起关注；城镇职工门诊报销比例偏低，建议逐步提高报销比例；嘉善区划调整，为什么要在镇(街道)创建政协委员联络室等。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	学习考察期间，一是实地参观考察了凤凰县落潮井乡落潮井村猕猴桃产业以及该县廖家桥镇菖蒲塘村果业产业两个整村推进扶贫产业基地；二是认真听取了湘西州扶贫办、凤凰县扶贫办和该县落潮井乡以及该乡落潮井村的扶贫工作情况介绍；三是在落潮井乡、村与当地干部开展了面对<面>的座谈；四是瞻仰了毛泽东、刘少奇、贺龙等老一辈无产阶级革命家的革命事迹和丰功伟绩，深刻接受了革命传统教育。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	据说，讲座当晚刘德回到北京岳父家，彻夜难眠，叫小姨子给煮了一碗<面>，吃完，下定决心要来小米工作。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	监测频率：在开挖<面>距量测端面前1倍洞径与埋深之和开始量测；在开挖面通过量测断面1倍洞径与埋深之和范围内，每开挖循环或1天1次，5倍洞径范围内每2天1次，5倍洞径范围外每周1次，直至变形稳定或全部施工完成。	a1.s3	a2.s5	a3.s5	a4.s6	a5.s4
面-n	一般一斤<面>做一个，也有2斤面做一个的。	a1.s5	a2.s17	a3.s4	a4.s4	a5.s5
面-n	韩国姑娘金罗允说，“韩国人喜欢吃<面>，而山西、陕西又是以面食为主，种类繁多，正好对我们的口味。”	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	面对这样一系列的黑白画面，仿佛就是一次面对<面>的访谈，一次回忆，是黑暗中隐隐留藏的墨迹，却让每一张脸有着锋芒所向的力量。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	青年志愿者来到农建社区，走访慰问了3户困难老人及残疾人家庭，并为每户送上米、<面>、油等慰问品。	a1.s5	a2.s10	a3.s4	a4.s4	a5.s5
面-n	面粉国企给每袋<面>多装几克：面粉含水保证重量免除股票内线'客场1胜1平1负能力稍逊-交易策略形成一个温和【特别报道】华电集团：被巡视之后《中国经济周刊》见习记者曹煦北京报道3月下旬的北京-大雾致江西多条高速公路封闭明日三地市仍有雾在空中忍不住一口鲜血喷了出来~基础面剖释还？	a1.s5	a2.s10	a3.s4	a4.s4	a5.s5
面-n	当然对于一些尺寸测量精度要求高的场合，使用带有光线控制膜的面光源，会使得<面>光源的平行性更好。	a1.s3	a2.s5	a3.s7	a4.s3	a5.s9
面-n	而岐山臊子<面>乡土风味尤为浓厚，以酸辣著称。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	2009年前去支援西部的志愿者李会和马飞尽管只见过两次<面>，但因为共同的理想，彼此都已经接受了对方。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	他家境贫寒，几代务农，苦学之余，以磨<面>为生。	a1.s5	a2.s15	a3.s4	a4.s4	a5.s1
面-n	也不要当着外人的<面>批评朋友或同事,这些话私底说会比较好.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	受诸多因素影响，下游工厂采购热情有限，终端需求<面>难改匮乏现状。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	尽管如此，仍有一些厂家将LED器件的外表<面>涂成黑色，以期最大限度地利用辐射散热。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s9
面-n	美国用这一<面>旗帜输出民主	a1.s3	a2.s11	a3.s6	a4.s7	a5.s3
面-n	尽管滑雪运动与成熟运动项目相比，受众<面>显得狭窄一些，但是滑雪运动的多样性和趣味性填补了这一空缺，雪上飞碟、滑雪船等项目一样能让游客感受到雪上的快感和乐趣，随着滑雪运动的发展和成熟，市场也会进行资源整合，一些小的、设施不完善的滑雪场很有可能被兼并，留下的是服务好、竞争力强、有特色的雪场，仙女山新滑雪场催生滑雪度假热的趋势同样值得期待。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	“谁说重力是不可战胜的”，这是另一位现代建筑师内心灵魂的呼唤，而后不久，备受争议的新CCTV就诞生于此人之手，中国再次向世人表现了其包容的一<面>，历近艰险并最终得以实施，在不久的将来，新的北京地标将呈现在世人面前。	a1.s4	a2.s2	a3.s3	a4.s2	a5.s3
面-n	A:请当面拒收，并且当着快递公司人员的<面>及时联系小熊丁当旗舰店。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	由于老头子的粗心，药泥沾的太多，所覆盖的<面>较大，再加上后来的感染，我的脸上就留下了几个小疤痕。	a1.s3	a2.s5	a3.s5	a4.sx	a5.s4
面-n	在味千拉面店打工的时间里，我曾经看到有囊中羞涩的学生情侣，翻着每一页都价格不菲的菜单犹豫着，这可能是他们商量好的一次大餐；有母亲带着一两岁的宝宝，拿汤勺喂孩子那“含1600毫克钙”的汤底，希望孩子能多喝点长身体；还有对老夫妇，互相尝着对方碗里的<面>，然后结伴而去。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	一般讲血管与<面>神经之间的关系可以分为单纯接触、粘连、压迫移位、缠绕四种，其中单纯接触最简单，手术时间很短，手术风险也最小，而缠绕就困难的多，不仅手术时间明显延长，而且手术风险也显著增加，因此不同患者的手术时间就不同，而且随着病程延长血管对面神经的压迫程度会逐渐加重，手术难度增加，因此早期手术就可能降低手术风险，提高手术疗效。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	另外，正是由于玻璃器采用了如此的加工工艺，所以，除了不与陶范接触的一个面光泽度好外，其他与陶范接触的<面>由于陶范表面的粗糙（即使再细腻也是由土壤颗粒烧结而成）而相对较为粗糙。	a1.s3	a2.s5	a3.s5	a4.s3	a5.s9
面-n	往年哈药团体的海报额收入达10亿元，其遮盖<面>之广、放映频次之高、注资额之大远超过今年的"标王"。	a1.s2	a2.s5	a3.s2	a4.sx	a5.s4
面-n	近来国际油价虽有所反弹，但在供需<面>没有较大改善的情况下，低油价仍将持续较长一段时间，因此俄罗斯的经济前景不会得到明显改善。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	浙江大学所涉论文造假一事尚未开云见日，上海交大的一道自主招生<面>试题又让浙大人无比郁闷。	a1.s1	a2.s16	a3.s1	a4.s7	a5.s1
面-n	上世纪80年代初的一个冬日，我穿着还未褪色的军装，兴奋地走进公司大门，走进了上世纪50年代“铁道部八<面>红旗之一”的机械车间阀车班。	a1.s3	a2.s11	a3.s6	a4.s7	a5.s2
面-n	1、高筋面粉、细砂糖、盐、炼乳、水B加入面包机内选择揉面程序揉成光滑的面团后关闭<面>包机，让面团安静地睡一个20分钟的觉。	a1.s5	a2.s13	a3.s4	a4.s6	a5.s5
面-n	rn本来在桌子上应该摆放着香喷喷的<面>	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	翻个<面>再煎一会，从图上我们可以看到并没有出现糊底的情况，还是比较让人满意的。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s3
面-n	天津联通相关工作人员介绍，施工人员克服地铁施工只能在每天的0：00至凌晨4：00进行以及施工安全等级高、环境复杂、作业<面>配合工作繁重等诸多困难，加班加点实现了地铁内联通4G+网络的覆盖。	a1.s2	a2.s5	a3.s3	a4.s6	a5.s4
面-n	不仅能与远在天涯海角的朋友们在网上开个面对<面>的视频Party，而且画面流畅、语音清晰，让您的沟通更加彻底。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	橡胶1701今日再次震荡走高，收盘牢牢站稳13000整数关口，技术<面>，橡胶|2016-9-2018:36:24	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	下阶段，菊园新区将从“点、线、<面>”全面铺开，从精细、品质角度入手打磨工作，通过创城工作进一步向市民展现宜居宜业、文化文明、有礼有序的品质城区。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s9
面-n	煮好的<面>捞出放入碗中。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	另外，面身为“葛粉玉米鸡蛋<面>”，拥有自主知识产权，如此有腔调的面倒是让人跃跃欲试。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	pqii812伴侣优盘体积轻薄短小，外观颜色以稳重的钛灰、纯洁的珍珠白为主，设计上以金属质感的材质搭配喷砂雾<面>，增添时尚魅力，特别采用不掉盖360旋转设计，让帽盖与优盘本身不再分离，使用者只要轻轻转动优盘碟身即可轻松使用，再次轻轻转动就可以将pqii812伴侣优盘收纳，完美地保护金手指接触界面。	a1.sx	a2.s9	a3.s5	a4.s3	a5.s9
面-n	合肥黄锈石荔枝<面>您现在的位置：首页&gt;合肥黄锈石荔枝面	a1.s3	a2.s9	a3.s5	a4.s6	a5.s5
面-n	但当沥青层较薄，或出现层间滑动时(如层间污染)，则沥青面层底面层与滑动<面>位置会出现较大的拉应力，导致这些层位的沥青混合料首先发生较大的变形或开裂，也加剧了车辙的产生。	a1.s3	a2.s2	a3.s3	a4.s3	a5.s7
面-n	3、将双眼向前<面>所观察到的各种信息、所有障碍进行判断和综合分析，并提前采取应对措施。	a1.s6	a2.s3	a3.s3	a4.s5	a5.s6
面-n	陈嘉映：这个事情说起来也平常，但多多少少给一个中肯的回答，牵扯的<面>也比较广，首先看你怎么界定哲学。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	另外，司空尉迟实在想不透，为什么来找他的是这个仅有一<面>之缘的女人而不是叶凉凉？	a1.s1	a2.s14	a3.s1	a4.s1	a5.s1
面-n	【渣滓洞】位于重庆市郊歌乐山下，它三<面>环山，一面临沟，地形隐蔽。	a1.s6	a2.s3	a3.s3	a4.s3	a5.s3
面-n	外墙<面>抹灰的施工工艺：外墙面抹灰的工艺步骤分为以下六步，分别是：“基层处理→刷界面剂→基层抹灰→二次刷界面剂→卷材铺贴→面层抹灰”，通过环环紧扣的这六个步骤，便在墙体表面形成了一层坚实、牢靠的防护层，彻底解决了框架梁与填充墙之间渗水、裂缝现象。	a1.s3	a2.s5	a3.s5	a4.s3	a5.s9
面-n	长方体与立方体的关系顶点个数个数面形状大小关条数系6个面的个面的面积都相等12棱长度关系86每个面都是正方形所有的棱都相等86长方形相对的也可能有2个（也可能有个面面积相对的<面>是正相等方形）方形）12可以分为3组，每组棱的长度都相等一、填空：边两个面相交的____叫做棱；____叫做棱1、两个面相交的____叫做棱；三顶点条棱相交的点叫做_______。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s3
面-n	因此，考生的一日三餐的主食需要由米、<面>等组成，以保证大脑一天中的血糖平稳持久，有利于长时间维持精力和情绪的稳定，有利于保证学习工作的效率。	a1.s5	a2.s10	a3.s4	a4.s4	a5.s5
面-n	穿过一条夹道，丁兆兰知道马厩的位置，再绕过一座小院，就听见一阵朗朗书声从前<面>的红砖长屋中传来。	a1.s6	a2.s3	a3.s3	a4.s5	a5.s6
面-n	“碧云引风吹不断，白花浮光凝碗<面>”。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	本报讯（记者孙文文）明天就入三伏了，老北京讲究“头伏饺子二伏<面>，三伏烙饼摊鸡蛋”。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	两匹马深夜“私奔”屯昌稻铣付企业管理有限公司上将李作成曾参与对越反击战，边缘化汽车品牌将<面>生死关，美国车队选手续穿“黄衫”赏水秀放河灯，提升教育质效摩拜OFO竞争进入下半场。	a1.s1	a2.s4	a3.s1	a4.s8	a5.s1
面-n	但她没问及任何和伤口有关的事，还是一样，给他放热水、煮海鲜<面>，她没等他吃饱就先订了蛋糕、披萨，还趁他洗澡的时候溜下楼，买了两大袋卤味和苹果。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	在产品和技术方面他是比较看重的，但对资本市场是过于坦诚了，这种坦诚让我们看到了人性的一<面>。	a1.s3	a2.s2	a3.s3	a4.s2	a5.s3
面-n	近期汇率依然承压，资金<面>持续偏紧，银行间资金价格上行，隔夜和1个月SHIBOR较上期末分别上行2.60、4.79个BP。	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2
面-n	当着记者的<面>，老高噙着眼泪，再次叫女儿早日回家，“女儿，你快回来吧，爸妈会还你一个自主的婚姻。”	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	韩世忠“自此杜门谢客，绝口不言兵，时跨驴携酒，从一二童奴游西湖以自乐，平时将佐，罕得见其<面>”。	a1.s1	a2.s4	a3.s1	a4.s3	a5.s1
面-n	84-对上述根基因素的分析和把握就根基上构成了对一种货币汇率变动趋势的根基<面>分析,哈格尔建议北约领导与美国就军事预算议题开展高级别对话协商爪影夹带着让人恐惧/那几个王者势力其父母称不知情~加息将'中就会!	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	他首先把两个物体表面研磨得极光滑，然后来做摩擦实验，结果发现，两物体磨得越光滑，它们之间的摩擦力就越少，但是这种光滑水平达到一定程度时，摩擦力反而有所增加，甚至两个光滑的金属<面>能“粘”在一起。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s1
面-n	对于一个热爱健康，热爱运动的我来说，这个打击确实蛮大的，虽然一直以来我都是很乐观的人，但那段时间心里<面>的挣扎还是蛮厉害的。	a1.s6	a2.s2	a3.s2	a4.s5	a5.s3
面-n	山水是阳朔的一<面>，西街是阳朔的另一面；土气是阳朔的一面，洋派是阳朔的另一面；静谧是阳朔的一面，狂欢是阳朔的另一面……泡吧，那又是去阳朔一个广为人知的理由，阳朔的风情就像双面的夏娃！"	a1.s4	a2.s2	a3.s3	a4.s3	a5.s3
面-n	热腾腾的西红柿鸡蛋<面>做好了，这时杨老师过来了，看见面以后说：“这是我看到的第二个煮方便面的了”。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	[图文]2015年08月23日-29日中国男子田径队将出战男子4x100米接力,苏炳添跑第三棒,他自信的说:“29号那天肯定会展现出最好的一<面>给观众看.	a1.s4	a2.s2	a3.s2	a4.s2	a5.s3
面-n	带着凌厉~一笔钱于适当和孙先生结婚五年后瘫痪-俄政府批准2016至2025年千岛群岛发展计划政策<面>和投机操作手法！	a1.s2	a2.s2	a3.s2	a4.s2	a5.s8
面-n	鹿池观景拍照的人很多,于是我们继续往前<面>的原始森林走去.	a1.s6	a2.s3	a3.s3	a4.s5	a5.s3
面-n	其中，第一次暴雨过程虽然持续时间较短但降水集中、降雨强度大，仅24小时全省<面>雨量即达49毫米。	a1.s2	a2.s5	a3.s7	a4.s3	a5.s4
面-n	南三病区下设<面>颈部美容中心，是专门从事面颈部各种美容整形、创伤烧伤后的瘢痕修复及先天性畸形治疗的重点病区，同时也进行全身各部位的美容整形与烧伤创伤后的瘢痕畸形矫正。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	颜无敌对她的爱，无人能及，她曾享受这份爱，也曾背叛这份爱，现在当颜无敌当着她<面>，在心中击碎情劫，摧毁属于她的特殊位置，这让她异常难受。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	彩礼调查：“万里挑一”成底线有的涨到几十万次失守1200紧急关口一旦下周黄金再"消息<面>显示自贸区审批12月再度开启是该板块上涨的激励源；草甘膦价格持续上涨话但在嫦娥三号进入着陆准备轨道。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	三合一面就是三种菜与一碗面搭配在一起，吃这个<面>有讲究，一定是先把面、酱、调料使劲地拌，让它拌得非常均匀了，才开始吃，而且一定是吞着吃，那才香！	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	还记得以前我们总是躲在一起偷偷的傻笑，莫名其妙……我现在不是了，生活的压力太沉重，家里的那<面>镜子都应该有很久不曾见过我的笑容了，有时走在霓虹闪烁的街区，我会突然停下脚步，静静的遥望一个方向很久，那是你所在的城市，那里有你的身影，有你的味道，我总想在不时拂过的风中嗅到一些关于你的信息，但最终惜败于这可悲的遥远。	a1.s1	a2.s11	a3.s6	a4.s7	a5.s9
面-n	本季推出的D200更突出了距离的优势，17-4不锈钢的杆头配合马氏钢455杆<面>，以及重新设计的杆面，能够增加趾部和跟部下方击球时的出球速度。	a1.s5	a2.s6	a3.s5	a4.s3	a5.s9
面-n	使用"第312导火线去努力做到在~央行17日将进行400亿元逆回购资金<面>维持均衡权柄我有，不如不如我送你回家吧高安全与宝骏560上市首战告捷上汽通用五菱乘用车转型提速"但其中的问题是/从而使汇率变而利率不变更定价权就由于我们没有"	a1.s2	a2.s2	a3.s2	a4.s6	a5.s2
面-n	问题：食物中毒吃什么药物可以缓解食物中毒吃什么药物可以缓解患者年龄:24患者性别:男病情描述:昨天晚上吃了炒剩的青椒煮的<面>，吃了好几口发现青椒已经酸了，但是把面吃完了，晚上感觉胃里很不舒服，像味精吃多了一样，想吐，胀气，嘴里冒清口水。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	于会堂强调说，虽然多数消费者维权案件争议标的额较小，但牵涉的百姓利益<面>之广、度之深不容小觑，“此次公布典型案例供广大消费者借鉴，并以此提高其理性维权的意识和能力。”	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	也就是说，面访调查一般都是访问者向被访问者作的面对<面>的直接调查，是通过口头交流方式获取市场信息的调查方法。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	拟从中午12时暂停从富春江取水,榊原由依除了恐惧已经没有了其他：“而今天股市表现和中国经济严重的背离，13个在富春江桐庐至富阳窄溪大桥断面、富春江大桥断面均未检出该物质:”让我们进那里<面>吧!	a1.s6	a2.s3	a3.s3	a4.s5	a5.s6
面-n	此次展会将邀请数千家餐饮、食材、大型商超、电子商务交易平台、经销商、餐饮机构、物流仓储、城市配送、生鲜物流、物流园区等终端客户参会，展商可以与客户面对<面>的交流，增进友谊，推动供需双方合作共赢。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	包浆豆腐：他们家的包浆豆腐我觉得和宜宾包浆豆腐完全不一样，里面不够嫩，但是搭配上面撒的辣椒<面>还是很香的，主要是皮脆辣椒面也好吃！	a1.s5	a2.s15	a3.s4	a4.s4	a5.s5
面-n	在语境中学习词汇和流利表达，在与外教面对<面>的互动中，纠正语言错误，自然掌握语法规律——犹如猎手打靶逐渐接近“靶心”。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	我们应该坚持过洒脱、积极、主动的人生，展现自己最闪亮的一<面>。	a1.sx	a2.s3	a3.s1	a4.s2	a5.s3
面-n	由于楼房表面完全是光滑的水泥<面>，弱小的麻雀无法在墙体上建筑新巢，更无法繁殖后代。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s1
面-n	截至２９日１８时婺城区平均<面>雨量１３４毫米，金东区平均面雨量１２２毫米，最大雨量出现在婺城区江南中学１７９．４毫米。	a1.s2	a2.s5	a3.s7	a4.s3	a5.s4
面-n	内、外墙<面>抹灰施工方案2008-03-0221:43:36|分类:施工方案|标签:无.	a1.s3	a2.s5	a3.s5	a4.s3	a5.s9
面-n	2）施工期间作业<面>采用排风吸尘器吸尘。	a1.s2	a2.s5	a3.s3	a4.s3	a5.s4
面-n	《爸爸去哪儿》让观众见识了大银幕硬汉郭涛柔情的一<面>，更令郭涛被誉为“风情帅叔”。	a1.s4	a2.s2	a3.s2	a4.s2	a5.s3
面-n	消息<面>：昨天，央行官网公布数据显示，5月外汇储备环比下降279.28亿美元至31917.4亿美元，创2011年12月以来新低，结束“两连增”局面。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	国家中医药管理局对台港澳中医药交流合作中心主任、中国针灸学会副会长杨金生指出，此次研讨会具有两大亮点：一是专家团队对中医药标准和规范化操作指南进行了详尽的讲解，进一步提高了广大中医药界同仁对中医药的认同感；二是对参加研讨会的台港澳地区中医医师和在校学生实行免费，进一步扩大中医药的认知<面>，推进中医药惠及千家万户，为大众健康服务，助推“一带一路”中医药国际合作向纵深发展。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	定期的面对<面>的咨询谈话为学生们在其人生路上给予支持，让他们明确自己高中毕业后想做什么。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	豆腐内含植物雌激素，...详细介绍更多菜谱推荐菜谱：味噌牛肉荞麦<面>草菇豆腐羹海蛎烧豆腐炒六味豆腐豆腐拌皮蛋酸辣汤酸辣豆腐汤松花拌豆腐	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	意大利<面>：这是最具有代表性的意大利美食，虽然叫做面，但是其样式也是非常多的，除了大家常见的粉状的意大利面之外，还有颗粒状的，空心的，空心的就是意大利通心粉了。	a1.s5	a2.s8	a3.s4	a4.s4	a5.s5
面-n	实用方便是最基本的要求，能否舒适学问就很大，牵涉的<面>很广，“温度、色系、灯光、噪音、布草质量、床垫软硬、水质、水压、热冷水温控、气味”等，这里每一项指标都影响到宾客的体验。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	杏彩时Rate)的长期因素根基上都是一些根基<面>因素"杏彩时威廉姆斯有9个赛季（1986?	a1.s2	a2.s2	a3.s2	a4.sx	a5.s2
面-n	艳妈妈刚给宝宝过完生日，那天的午餐可是专程赶到奎元馆吃面，“小朋友才3岁，自己拿筷吃<面>还不熟练，热面太危险了，刚好看见有素汁凉面，清新的绿色宝宝一看就喜欢，吃起来方面还不用担心烫嘴。”	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	夏芷苏觉得当着外人的<面>批评凌天傲不好。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	5、轻轻地用铲子给豆腐翻个<面>，继续煎。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s3
面-n	俺在东北是大锅饭，在学校又是大食堂，粗糙了这么多年，而眼前南方的面，怎么这么贴心呢……从此，我天天等着这碗单煮的<面>，等着的时候，咽着口水，浮想联翩。”	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	当着客人的<面>，许世卿没好意思翻看书的内容，可是心里早就痒痒的，跟客人寒暄了几句，客人前脚出门，许世卿后脚就关了古董店的大门，他要一个人好好看看，这古书到底记载了什么内容，说不定会发现大秘密。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	关于她的传言实在太多，很多人一直都想听其一曲，奈何，柳飘飘行踪不定，有时一年露一<面>，有时候几年都不见其人。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	例如，我有一次到日本，信徒煮一碗<面>给我吃，一吃，哎呀！	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	公司地址马山口镇工业园区更深入的供求龙须面价格，阜阳石磨面批发，黄山面粉批发，铜陵面粉批发，铜陵石磨面批发，查询网址ｗｗｗ．ｎｙｙｉｎｑｉａｏ．ｃｏｍ(鸡蛋面,菊乡牌鸡蛋面,鸡蛋<面>批发)	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	不管是哪种造型，嘴唇上的一抹绿都能够直击该宣传片的主题，也将薛之谦段子手的一<面>生动地表现在大众眼前。	a1.s4	a2.s2	a3.s3	a4.s2	a5.s3
面-n	交流会上学生积极主动向老师请教问题、老师认真耐心解答，展现了大学生刻苦学习，积极向上阳光的一<面>。	a1.s4	a2.s2	a3.s3	a4.s2	a5.s3
面-n	市场人士指出，本周面临8700亿逆回购到期，资金面紧张情绪有增无减，后续资金<面>仍将面临一定缺口，需要央行及时出手。	a1.s2	a2.s2	a3.s2	a4.s6	a5.s2
面-n	山东省日照市东港区人武部利用大学城各高校征兵政策咨询站，通过展板、宣传册、现场咨询等方式与大学生进行面对<面>的交流互动，为大学生提供政策咨询服务。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	不过总算龙在天没有当着众人的<面>说出是故意坑他的话来。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
面-n	目前与筑能网建立合作（以专栏形式）的媒体有《中国建设报》、《暖通空调》、《建筑技术与设计》等，其受众<面>进一步扩展到政府官员等具有一定决策能力的人群。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	2016年上半年，全国政策<面>延续宽松基调，调首付、降税负、宽信贷，地方政策则随市场效果显著分化，大部分城市全面刺激，热点城市开始收紧。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s8
面-n	“你长得真的很像你娘……”鬼<面>着迷的看着容澈。	a1.s1	a2.s12	a3.s1	a4.s6	a5.s1
面-n	林父是快速的下面和捞面，一次两三分钟就是五六碗<面>，却依旧满足不了这上百名排队客人们急切的心。	a1.s5	a2.s6	a3.s4	a4.s4	a5.s5
面-n	哈里奇被两个外星人带进了审讯室，让哈里奇面对一<面>镜子坐下来，桌子上还有一只打火机、一包烟和一瓶矿泉水，哈里奇显得十分地紧张，连忙拿起一支烟用颤抖的双手点燃，之后深深的吸了一口气，把身子靠在椅子上，整个的紧张情绪这才缓缓地舒展开来，两个外星人不慌不忙，等他抽完了这支烟，然后温和地说：“哈里奇先生，请.	a1.s1	a2.s11	a3.s6	a4.s7	a5.s9
面-n	来顺儿听罢不置可否，又继续向前<面>走去。	a1.s6	a2.s3	a3.s3	a4.s5	a5.s6
面-n	覆盖<面>之广、影响力之大、投入精力之大都堪称之最。	a1.s2	a2.s5	a3.s2	a4.sx	a5.s4
面-n	这大概算是罕见的，皇权温情的一<面>吧。	a1.s4	a2.s2	a3.s3	a4.s2	a5.s3
面-n	大清早，村里的女人们就开始忙活了，估计到天黑前就能把这200斤<面>全部做完。”	a1.s5	a2.s17	a3.s4	a4.s4	a5.s5
面-n	很快便将所有学员都疏散开来，就剩下李云霄和洛云裳，两人面对<面>的端坐着，都在闭目修炼。	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1
面-n	玉米的外表<面>和胚芽部分可观察到黑色或灰色斑点为霉变，若需观察其霉变程度，可用指甲掐开其外表皮或掰开胚芽作深入观察。	a1.s3	a2.s9	a3.s5	a4.s3	a5.s9
面-n	普通<面>光源经过漫射板射出的光线是漫射的光线，各个方向都有。	a1.s3	a2.s5	a3.s7	a4.s3	a5.s9
面-n	绿色建筑可能涵盖的<面>非常广，但忽视了建立与老百姓实实在在利益间的关系是错误的。	a1.s2	a2.s2	a3.s2	a4.s2	a5.s4
面-n	图1.1边坡稳定性分析简图2）安全系数边坡沿某一滑动<面>滑动的安全系数是指土体沿某一滑动面的抗滑力（矩）和滑动力（矩）之比值。	a1.s3	a2.s2	a3.s3	a4.s3	a5.s7
面-n	前期受宏观<面>利空，沪铜已连续下跌，伦铜已跌至接近于前期低点7280/沪铜53100.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2
面-n	有些句子中，前面有“能否”“是否”“要不要”等表两面的词，后面却跟了“能”“否”等表一面的词；或者前面是表一<面>的词，后面却跟了表两面的词，结果造成前后表意不一致的逻辑错误。	a1.s4	a2.s3	a3.s2	a4.s1	a5.s3
面-n	我<面>签的时候VO刚准备让我用笔把上述信息化出来的时候，发现我都已经划过了，感觉他心里挺爽的，又节约了不少时间。	a1.s1	a2.s16	a3.s1	a4.s1	a5.s1
