headword	text	sense1	sense2	sense3	sense4	sense5	sense6
leht-s	Riisu <lehti> vms EliiiZE.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Artiklid valla <lehes>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Madalate pocketidega saan setmine'ida (loomulikult juhul kui fišš callib), tugevate <lehtedega> saan poti suureks ajada.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Rincewind oli linnavõlur ning kuigi ta oli teadlik, et puude vahel olid mitmesugused erinevused, mille abil nende lähedased ja armsad neid eristada suutsid, teadis ta ise kindlalt ainult seda, et ilma <lehtedeta> ots käis maa sees.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Jaanuarist 2000 lisandus iga konkreetse väljaande sisu tutvustav sisukord ja sama aasta maikuust alates oleme järjepidevalt õnnitlenud oma <lehe> veergudel jooksva kuu juubilare.	a1.sx	a2.s2	a3.s2	a4.s3	a5.sx	a6.s2
leht-s	Sellest kirjutati <lehtedes> ja kella kümnestes uudistes näidati meid ka.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Küsitud küll tasuta kohtade osas, aga kuna mina endale rahuldavat tasuta <lehte> leidnud ei ole, siis kiidan tasulist.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Istanbuli Zeytinburnu piirkonda on viimastel aastatel saabunud üle 10 000 Afganistani usbeki, rääkis <lehele> Afganistani-Türgi Sõprusnõukogu juht Celalettin Şahab.	a1.sx	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2
leht-s	Läätspuu õitest ja <lehtedest> on Siberi rahvad keetnud teed, millest on saadud abi peavalu, ateroskleroosi ja vitamiinivaeguse korral.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Leotis vanni jaoks: 300-400 grammi <lehti> või õisi kallatakse üle 2 liitri keeva veega, keedetakse tihedalt suletud nõus 15 minutit, jahutatakse, kurnatakse; leotis segatakse veega vannis, mida võetakse 20-30 minutit.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Savisaar juba käis siin sadamakohta vaatamas - sellest lugesime <lehtedest>, sest poodi ta sisse ei astunud," jutustavad müüjannad.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s2	a6.sx
leht-s	Lõpuks saate <lehel> **Varatüübi vaikesätted** luua kõik teie seadme jaoks vajalikud varatüüpide variandid.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Klõpsake <lehel> Alustame valikut Office'i ostmine ja järgige kuvatavaid juhiseid.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1
leht-s	Kõigepealt ilmuvad lehele heledamad tähnid ja laigud, massilise kahjustuse korral <lehed> kolletuvad ja varisevad enneaegu.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.sx
leht-s	"Kuigi kursusele tulin "valge <lehena>", sain täpselt selle, mida tagantjärele mõeldes lootsin.	a1.sx	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx
leht-s	Selle toimetaja avaldas <lehes> kirja oma naistuttavale, et toimetaja ei saa ühel üritusel talle roose kinkida, sest üks teine mees on vastu.	a1.s2	a2.sx	a3.s2	a4.s1	a5.s2	a6.sx
leht-s	EDIT: Nojah, eks samalt <lehelt> otsimine oleks liialt raske.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Vastu on ainult <lehes> mainitud Krista Saarna ja Tiit Vimberg ning perekond Ritterid, kes kuulu järgi olevat juba oma elamise Pahapilli külas maha müünud.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Hiiu <Leht> (18. aprill)Lapse arengu toetamine tugiisiku teenuse abil	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Seega võid vajutada uljalt <lehe> all olevale nupule Paigalda uuendus.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Oksanen on korduvalt rääkinud hirmust, nii nagu Tarmo ka mõni aeg tagasi kirjutas <lehes> eestlaste kollektiivsest hirmust saada vankaks peetud.	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2
leht-s	Tagasiside saad saata meile e-mailile EMAIL, kirjutades meile sõnumitesse otse Facebooki või Instagrami või täida <lehe> lõpus olev tagasisidevorm.	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Lehel tehtav optimeerimine tagab selle, et leht oleks tehniliselt korras, puhta koodiga, turvaline ja <lehe> külastajatele sisukas ning vajalik (ehk siis külastaja leiab lehelt kiiresti vastuse oma küsimusele).	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Tavahind on 36$ pluss TAX aga Grouponi lehelt saab 27$-ga, kusjuures kui alles liitud selle <lehega> saad veel ka 25% soodukat.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
leht-s	Endistel aegadel popsutasid nii mehed, naised kui vanemad lapsed piipu teatud omamaiste taimede <lehtedest> valmistatud tubakaga.	a1.sx	a2.sx	a3.s3	a4.s2	a5.sx	a6.sx
leht-s	Samas on niimoodi lehelt <lehele> käia väga tüütu ning siin tulevadki appi töövahendusportaalid.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Hindamine toimub <lehel> [[Hinnang pärnu professionaalkultuuri hetkeseisule]].	a1.sx	a2.sx	a3.s1	a4.s2	a5.sx	a6.sx
leht-s	Sakala ajakirjanikud panid selle häbiväärsel kombel oma <lehe> päisesse," märkis Matsin.	a1.sx	a2.s1	a3.s2	a4.s3	a5.sx	a6.sx
leht-s	Elmari kohta tuli omastele surmateade ja leinakuulutuski pandi <lehte>.	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Samamoodi saate kohandada Home Screen-lehe, millel on ainult kindla Focusega seotud rakendused ning teha sellest <lehest> vastava Focuse ajal oma Home Screen-kuva.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Eelmine suvi oli ta mul ühelt poolt ja tipust ilma <lehtedeta>,teisel pool kõik OK.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Roodjalg meenutab pisut kivi-imarat, ent tema lehed on kodarikuna, ahenevad mõlemas suunas ning <lehe> alaküljel puuduvad eoslad - need asuvad sarnaselt laanesõnajalale omaette lehtedel (vt ka Eesti Loodus 1993, nr 5-6, lk 193).	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kui vastus on väär, heidab mängija täringut ja tegutseb saadud silmade arvu järgi vastavalt karistusülesannete <lehel> kirjas olevale juhendile.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Tutvumisportaalile saaksime pakkuda ka domeene mis registreeritud ja mida võimalik rentida koos <lehega>.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Kui asjatundja tutvub Sinu <lehega> võib ta märgata mitmeid erinevaid puudusi: leht on aeglane,keeruline kasutada, otsingust raskesti [...	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kuni kord leidis <lehest> omaenda surmakuulutuse...	a1.s2	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Tumerohelised, sakilised <lehed> on nagu kaetud hõbedase läikega mustriga.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Sain hakkama, näiteks sellega, et kuivanud <lehed> võtta rootsude küljest.	a1.sx	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Ärge toppige normaalsetele, ajupesemata inimestele, ette seda Vene propaganda versiooni, mida ka Vene joodikutest kindralid TV saates <lehe> pealt sõna-sõnalt maha lugesid.	a1.sx	a2.sx	a3.s3	a4.s1	a5.sx	a6.sx
leht-s	Luuderohu nime olevat taim saanud seetõttu, et tema varte ja <lehtede> keedust kasutatud jooksva (liigesereuma) ravimiseks.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Põõsas on kõrge ja jõulise kasvuga, läikivate tumeroheliste <lehtedega>.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Hallikad pilved, hallid tänavavalgustid, hallid <lehtedeta> puud, autodki on porist hallid.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Suvel mais või juunis ajab ta <lehtede> vahelt juurelt, sest ta on kolmik- kuni neljakalusleheline taim, putketaolise pisut karvase tüve, mis on seest õensad, välja.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Toona tehti <lehte> ühes Haapsalu peatänava otsas ja trükiti teises.	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Õpetajate <Leht> (1999) 29. okt., lk. 4 Eesti Õpetajate Liidu juhatuse koosolekul arutati päevakohaseid probleeme, ka haridusministeeriumi koolielu tegelikke probleeme mittearvestavat tööstiili	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Circle K Facebooki strateegia tõi keerulisel perioodil juurde üle kahe tuhande uue fänni ehk märtsis 2021 jälgis <lehte> 45 146 inimest.	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Sellelt <lehelt> leiate ülevaate kõigist kliendilehtedest, kus toot kardinad on soodsa hinnaga.	a1.sx	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1
leht-s	Oktoobri alguses veel kommenteeriti Kairose facebooki <lehel>, et makset pole näha kuskil.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Kuna ööund taaskord ei laekunud, siis mõtlesin, et uuendan oma blog-roll'i surnud linke, ehk siis lisan neile ploogidele ja <lehtedele>, mida reaalajas ja juba jupp aega pole uuendet, sellised R.I.P. märgid.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Varsi koos <lehtedega> võib kuivatada ja võib säilitada ka külmkambris ka kilepakendis või karbis.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kleepuva märja lume ja tugeva tuulega tuli <lehti> puudelt tublisti vähemaks, kuid metsasele maastikule andis arukask nädala lõpuni oma kollaste lehtedega värvi.	a1.s3	a2.s4	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Lõkekoht võiks jääda vahetult enne <lehte>, lehepaari või väljapoole suunatud punga.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Minu nähtamatus inglise leksikonis, mis seal salata, on hulk tühje <lehti>.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Mulle tundub et võiks pikendada postise arvu iga <lehe> peale, sest 10 pole piisav imo võiks olla mingi 20. sorry kui näisin veits bossy	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.s5
leht-s	Sel aastal on kõikjal Eestis odra järgi külvatud talirapsipõldudel varist nii palju, et kiirelt autoga põllust mööda sõites võib jääda mulje, nagu tegemist oleks hoopis liiga vara külvatud ja juba paari <lehe> faasis oleva taliteraviljapõlluga.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Murakataime <lehed> on tumerohelised ja kurrulised, viie ... seitsme tömbi hõlmaga, ega eriti millegagi segamini ajada pole.	a1.sx	a2.s4	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	<Lehte> lugesid toona sajad tuhanded ning see hakkas aja jooksul järjest tihedamini ilmuma.	a1.sx	a2.s2	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Tasuta <lehe> formaadis ilmuvale ajalehele ...	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Kogu töö saab ära teha ühe <lehe> kaudu: menüüst '''Seaded  [[Liigitusskeemid|Liigitusskeemid]]  Halda ''' ([[Liigitusskeemid|liigitusskeemi]] nime taga).	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.s1
leht-s	Kui hakkasin Eestisse tagasi tulles tööd otsima, nägin <lehes> selle lasteaia töökuulutust.	a1.s2	a2.sx	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Muusikakoolil oli oma orkester, lisaks kuulutati <lehes>, et orkestris mängida soovijad saavad soodsamalt õpetust.	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2
leht-s	Päris rahul ei saa küll olla lehtede värviga, osad lehed on rootsude kohalt tumedamad rohelised ja üle <lehe> pinna veidi kahvatumad (seda on veidi näha ka kõrvaloleval pildil).	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Klikkides kirjas oleval lingil satud <lehele>, mis on 1:1 kopeeritud meie veebimeili esilehelt – aga nagu näha, on samas serveris ka teiste teenusepakkujate lehtede koopiad:	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Faili lisamiseks tuleb vajutada aruande muutmise <lehel> nupule Lisa fail.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Mis tuleb <lehele> Raevu päev?	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Lääne noored ei loe enam päevalehti, küll aga tasuta <lehti>, mille kaudu noored meelitatakse internetti ja mobiiliteenuseid kasutama.	a1.sx	a2.sx	a3.s2	a4.s3	a5.sx	a6.sx
leht-s	Haridusameti <lehelt> saab kena ülevaate vabade kohtade kohta ja on näha, et lasteaedasid leidub, kus on vabu kohti.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Pommitajad muutsid Rootsi piirile lähenedes suunda ja liikusid seejärel mööda Rootsi idarannikut, selgub <lehes> avaldatud joonisest.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Kui ma aga peaksin ennustama, siis pakuksin, et kümne aasta pärast on trükiarvud Eestis väiksemad kui praegu," arvab ajalehtede liidu tegevdirektor Toomas Leito "Tasuta <lehtede> arv on aga suurem."	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Eilses <lehes> ilmunud fotomõistatuse rubriigis avaldasime pildi Kukruse kaevanduse aherainemäest, millele tööstus on andnud 22 m kõrgust ja mille pindalaks on mõõdetud 89 000 m2.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Parimad kiirkasiinode tervitusboonused leiad siitsamast Online-Casino.ee lehelt – vaata siin <lehe> ülaosas olevaid pakkumisi, mille hulgast leiadki parasjagu aktiivsed kiirkasiinode tervitusboonused.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Puud püsisid valdavalt veel rohelistena, kuid pärnade ja kaskede alustes oli juba õhuke kiht pudenenud <lehti> maas.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.sx
leht-s	Asi lihtsalt selles, et hetkel pole toimunud midagi huvitavat, millest peaks kirjutama 🙂 Põhiliselt vaid kool ja kodu nagu ikka 😀 Aga selle postituse teemaks on sügis🍁🍂 Igal aastal ma olen sellest võlutud😍 Kõik need värvid, kui puudelt <lehed> langevad ja kõik...	a1.s3	a2.s4	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Mõtle hoolega läbi peamised põhjused, mis inimesed sinu <lehte> külastavad ja ehita see üles nii, et kasutajad jõuaksid sihtkohta võimalikult väikese ajakulu ja vaevaga.	a1.s1	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
leht-s	Matemaatikapädevuse kui üldpädevuse rõhutamine riiklikus õppekavas ja selle arendamine annavad hea võimaluse tõsta matemaatika rakendusoskuste taset, kirjutab Tartu ülikooli haridusteaduste instituudi lektor Anu Palu Õpetajate <Lehes>.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Enamik <lehti> lõigu peeneks, aga üks leht jäta terveks.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	"Päikeseloojangumuusika" Kõpu tuletorni jalamil: Rebecca Kontus (laul) (EPL Suvitaja andmetel esineb lauljana Luisa Värk, ka Kõrg valla <lehe> andmetel) ja tšellokvartett C-JAM.	a1.sx	a2.s1	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	Viis ja pool kuud tagasi, uue õppeaasta alguse eel, küsis haridusminister Jaak Aaviksoo Õpetajate <Lehe> vahendusel, kas Eesti kool on [...	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Seejärel valige <lehe> allosas oleval menüüribal nuppu "Koosta lao liikumine".	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Aasta tagasi elas ta samas kõrval ja ühel kenal hommikul oli madu roninud mööda <lehti> rõdu servale ja oli korralikult sealset elanikku ehmatanud.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	29.12.17, 08:57 Nüüd järgmisse <lehte> saab kassapidaja pildi panna pealkirjaga -otsin kassapidajat kellele kauba eest tasuma ei pea.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Raamat pidi lettidele jõudma neljapäeval, aga trükikojas oli mingi väike viperus ja nii juhtuski, et esimene retsensioon ilmus <lehes> juba neljapäeval, enne raamatut.	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	a6.s2
leht-s	Peene tüvekese otsas troonib kimp lopsakaid <lehti>, just nagu mingi veider puusõnajalg.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Pealinn : Tallinna linna tasuta <leht>, nr. 7, 19 märts 2018	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.s2
leht-s	Kõrgkontrastsesse vaatesse sisenemiseks liigu Tab klahviga viiteni "Lülita kõrgkontrastsust" (<lehe> päises).	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.sx
leht-s	Kellel on suhtlemisprobleemid, kodus õppimisraskustega laps või kes soovib ise ennast täiendama minna, võiks Kaksikute märgi all olevate taimede peale mõelda: asparaagus, luuderohi, datlipalm, tradeskantsia ja kõik lopsakate <lehtedega> taimed sobivad ka.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Tellimuse saad edastada EMAIL või sõnumiga fb Vanaema Aed ja Leno Takobaar <lehel>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Tormi-iilid rebisid puudelt maha suute osa <lehti>, kased on kuidagi hõredad ja rannas on maapind kaetud roheliste männiokastega.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Läksin <lehte> lugu tegema kahest kodutust koerast, kes Saaremaale sattusid.	a1.sx	a2.sx	a3.s3	a4.s1	a5.sx	a6.sx
leht-s	Tehke <lehel> **Töökäsu töö üksikasjad** valik **Manused**.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Mõni päev enne kuu vahetumist võtad üle-eelmise kuu lehed välja ning lisad ühe kuu jagu <lehti> juurde, et järgmise kolm kuu info oleks pidevalt kaasas.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
leht-s	Riisuge kokku hunnik kollaseid <lehti> ja hüpake nende sisse!	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.sx
leht-s	Veel enne <lehti> ilmuvad arvukad väikesed valged lõhnavad õied, mis paiknevad kogu oksa pikkuselt enamasti ühekaupa, kuid nii tihedalt, et terve põõsas on valge.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Pane iga salatipea südamesse täidist ning jaga veidi ka <lehtede> vahele.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	EDASI kuu aega tagasi ilmavalgust näinud reliis on taaskord nimeka eksperimentaalset black metalit propageeriva plaadimärgi Dipsomaniac ́i bandcamp ́i <lehel> tasuta alla laadimiseks.	a1.s1	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
leht-s	Selle puhul ilmub <lehtedes> uuesti andeka tütarlapse pilte.	a1.s2	a2.s2	a3.s2	a4.s3	a5.s2	a6.s2
leht-s	FB <lehte> haldab ERAA kommunikatsioonispetsialist Indrek Lindsalu - 5114109, EMAIL.	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.sx
leht-s	<Lehte> võib ju kollaseks sõimata, sest teatavasti on parim kaitse rünnak.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
leht-s	Vart koos <lehtedega> nimetatakse võsuks.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	<Lehest> juureni, ninast sabani	a1.s3	a2.s4	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Alguses on facebookis ainult, siis kui <lehte> saadab edu, tehakse enda koduleht.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Teine väga mugav laenukalkulaator asub <lehel> soodnelaen.ee, seal tuleb samamoodi endal laenutingimuste lahtrid täita ning kalkulaator arvutab välja laenu kogukulu ja intressimaksed.	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kooli hoovis läks puu ühe nädalaga <lehte>, sest nii soe oli.	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Mitmes piirkonnas on majaümbruse koristamine langenud <lehtedest> samasugune kohustus nagu lume ja jää koristamine.	a1.s3	a2.s4	a3.s3	a4.s3	a5.s3	a6.s3
leht-s	Hiiumaa haigla nõukogu esimees Agris Peedu kinnitas <lehele>, et Regionaalhaiglal ei ole kavas muuta Hiiumaa haigla staatust ning sünnitusosakonna teemat seekordsel kokkusaamisel üldse ei arutata.	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	<Lehtede> kaudu väetamine	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Teiseks on neil kohviku kõrval ylesse pandud mingi ports tarku <lehti> - suuri ja põhjalikke.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.sx
leht-s	Taim hingab läbi <lehe> alaküljel olevate pooride, kaotades samas vett.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Trennid edenevad ja raskused suurenevad, siiani olen üles videod laadinud oma facebooki <lehele>, saate neid jooksvalt vaadata siit: https://www.facebook.com/ottkiivikas77/?fref=ts (loomulikult võite selle lehe ka oma lemmikuks lisada, siis näete ka jooksvalt kohe oma facebooki lehel uudistevoogu).	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Mascus.ee <lehelt> leiate veel Case CX135SR ja palju teisi roomikekskavaatorid mudeleid.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1
leht-s	Kui külvikasti tihedalt külvatud seemikud on juba esimeste väikeste <lehtedeni> jõudnud, pikeeritakse nad koos juureotsa näpistamisega külvikassetti või potti.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
leht-s	Karvane viirpuu loobus laksupealt kõigist lehtedest, õisenelas kiilaneb ja astelpajudega on naljakas lugu - emane oleks nagu õrnem, enamus <lehti> juba loovutatud, kuid isane hoiab ikka veel kiivalt kasukast kinni.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	See video lisati <lehele> Tuesday 10 March, 2009 Tõmba artisti Kalmer Tennosaar Fire alla Kalmer Tennosaar - Fire .	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Enampakkumisel osalemiseks tuleb end registreerida oksjonikeskkonnas käesolevas teates nimetatud vara <lehel>, mille püsilink on: https://www.oksjonikeskus.ee/oksjon/view/?okid=61366 ning tasuda tagatisraha 1 450 eurot Õnne Pajur, kohtutäitur arveldusarvele nr EE191010010126369016 (SEB).	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Ehe näide sellest – vajutan viimaste uudiste alt ühele artiklile ja mind viiakse <lehe> algusesse tagasi.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Lumeroosidel olid <lehtede> all väikesed kummargil õienupud ja transilvaania sinilillel, pisikestel rododel ning kivirikel ka.	a1.sx	a2.sx	a3.s3	a4.s3	a5.sx	a6.sx
leht-s	Ja muidugi väiksema orkaani või maavärina vist elad ka üle Sisestasin elisa (emt ei leia) <lehel> otsingusse "taskulamp".	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1
leht-s	Sai koristatud kahe abihoone ümbrus <lehtedest>,okstest,puutükkidest ja muust prügist.	a1.s3	a2.s4	a3.s3	a4.s3	a5.sx	a6.s3
leht-s	Lugesin <lehest>, et Võrumaal on kõige suurem tööpuudus.	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.sx
leht-s	- Valige <lehel> **Elektroonilise aruandluse tööd** suvand **Kuva failid**, et näha töö teostamisel tekkinud tõrgete ja hoiatuste loetelu.	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1
leht-s	Pane terved salatilehed kaussi ja vala 4 supilusikat oliiviõli üle <lehtede> ja raputa kaussi.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Seisukord: kasutatud raamat, kaaned ja <lehed> kulunud ja kohati määrdunud, kaaned kohati katki Suurus:	a1.s4	a2.s3	a3.s2	a4.s3	a5.sx	a6.s4
leht-s	Retrorubriigis tutvustab Rainer ühte oma lemmikmängu "Cave Story", mida saab igaüks ise www.cavestory.org <lehelt> tasuta järele proovida.	a1.s1	a2.sx	a3.s1	a4.s1	a5.sx	a6.s2
leht-s	Samuti muutsin taustapildi ära, vahetasin fonte ja tegin kaks eraldi postitust, et näidata kuidas sisu kuvatakse <lehel>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1
leht-s	( ... võibolla oma tsunfti kaasakiitjad, kes omas väikeses grafomaanide ringis vastastikku "Positiivseid Arvustusi" gribivad --- ehk siiski ülerea viimase <leheni> jõuavad(?))	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kui seda võrrelda pilvega, siis VPS on sobiv tööriist suhteliselt väikse <lehe> jaoks, kus näiteks on e-pood, mis vajab oma keskkonda, kannatab koormust ja kui vahel maha kukub, siis väga hullu ei ole.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
leht-s	Kuna purjetamise hooaeg lõppes Eestis novembris siis jäigi see kalender sedasi keset <lehte> ja selle sisuga, mis tal vaikimisi on.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
leht-s	Tumeroheline, lapikute siledate <lehtedega> sort.	a1.s3	a2.sx	a3.s3	a4.s3	a5.sx	a6.s3
